car_links,it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText_imgUrl,trendingText_heading,trendingText_desc,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Accessory Power Outlet,Active Noise Cancellation,Adjustable Head Lights,Adjustable Headrest,Adjustable Seats,Adjustable Steering,Air Conditioner,Air Quality Control,Alloy Wheels,Android Auto,Anti Lock Braking System,Anti Pinch Power Windows,Anti Theft Alarm,Anti Theft Device,Apple Car Play,Audio System Remote Control,Automatic Driving Lights,Automatic Head Lamps,Battery Saver,Blind Spot Monitor,Bluetooth,Brake Assist,Cassette Player,Cd Changer,Cd Player,Centeral Locking,Centrally Mounted Fuel Tank,Child Safety Locks,Chrome Garnish,Chrome Grille,Cigarette Lighter,Clutch Lock,Compass,Cornering Foglamps,Cornering Headlamps,Crash Sensor,Cruise Control,Cup Holders Front,Cup Holders Rear,Day Night Rear View Mirror,Digital Clock,Digital Odometer,Door Ajar Warning,Drive Modes,Driver Air Bag,Driving Experience Control Eco,Dual Tone Body Colour,Dual Tone Dashboard,Dvd Player,Ebd,Electric Folding Rear View Mirror,Electronic Multi Tripmeter,Eletronic Stability Control,Engine Check Warning,Engine Immobilizer,Engine Start Stop Button,Fabric Upholstery,Find My Car Location,Fog Lights Front,Fog Lights Rear,Follow Me Home Headlamps,Front Impact Beams,Gear Shift Indicator,Geo Fence Alert,Glove Box Cooling,Glove Compartment,Halogen Headlamps,Hands Free Tailgate,Headlamp Washers,Heads Up Display,Heated Wing Mirror,Heater,Height Adjustable Driver Seat,Height Adjustable Front Seat Belts,Hill Assist,Hill Descent Control,Impact Sensing Auto Door Lock,Integrated Antenna,Integrated2Din Audio,Internal Storage,Isofix Child Seat Mounts,Keyless Entry,Knee Airbags,LEDDRLs,LEDFog Lamps,LEDHeadlights,LEDTaillights,Lane Change Indicator,Lane Watch Camera,Leather Seats,Leather Steering Wheel,Leather Wrap Gear Shift Selector,Low Fuel Warning Light,Luggage Hook And Net,Manually Adjustable Exterior Rear View Mirror,Mirror Link,Moon Roof,Multifunction Steering Wheel,Navigation System,No Of Airbags,Number Of Speaker,Outside Rear View Mirror Turn Indicators,Outside Temperature Display,Passenger Air Bag,Passenger Side Rear View Mirror,Power Adjustable Exterior Rear View Mirror,Power Antenna,Power Boot,Power Door Locks,Power Steering,Power Windows Front,Power Windows Rear,Pretensioners And Force Limiter Seatbelts,Projector Headlamps,Radio,Rain Sensing Wiper,Real Time Vehicle Tracking,Rear ACVents,Rear Camera,Rear Entertainment System,Rear Folding Table,Rear Reading Lamp,Rear Seat Belts,Rear Seat Centre Arm Rest,Rear Seat Headrest,Rear Spoiler,Rear Window Defogger,Rear Window Washer,Rear Window Wiper,Remote Climate Control,Remote Engine Start Stop,Remote Fuel Lid Opener,Remote Horn Light Control,Remote Trunk Opener,Removable Convertible Top,Roof Carrier,Roof Rail,Seat Belt Warning,Seat Lumbar Support,Side Air Bag Front,Side Air Bag Rear,Side Impact Beams,Side Stepper,Smart Access Card Entry,Smart Key Band,Smoke Headlamps,Sos Emergency Assistance,Speakers Front,Speakers Rear,Speed Alert,Speed Sensing Auto Door Lock,Steering Mounted Tripmeter,Steering Wheel Gearshift Paddles,Sun Roof,Tachometer,Tailgate Ajar,Tinted Glass,Touch Screen,Touch Screen Size,Traction Control,Trunk Light,Tyre Pressure Monitor,Usb Auxiliary Input,Vanity Mirror,Vehicle Stability Control System,Ventilated Seats,View360Camera,Voice Control,Wheel Covers,Wifi Connectivity,Wireless Phone Charging,Xenon Headlamps,Mileage,Engine,Max Power,Torque,Wheel Size,Seats,Color,Engine Type,Displacement,Max Torque,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Ground Clearance Unladen,Cargo Volumn,Compression Ratio,Acceleration,Top Speed
https://www.cardekho.com/used-car-details/used-Hyundai-I20-1.2-Asta-Option-cars-Kolkata_c90b6e33-2bc5-42f2-a4b2-fbc22a6a25aa.htm,0,Petrol,Hatchback,"80,000",Manual,2,2nd Owner,Hyundai,Hyundai i20,2017,5701,1.2 Asta Option,₹ 5.60 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2017,Third Party insurance,Petrol,5 Seats,"80,000 Kms",WB02,Second Owner,1197 cc,Manual,2017.0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,18.6 kmpl,1197 CC,81.83bhp@6000rpm,114.7Nm,16,5,Silver,Kappa VTVT Petrol Engine,1197,114.7Nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1066kg,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,Tubeless,16,5,,295-litres,,13.2 Seconds,170 Kmph
https://www.cardekho.com/buy-used-car-details/used-Mahindra-Kuv-100-Nxt-G80-K4-Plus-5str-cars-Kolkata_7a700373-f78a-488e-9b96-a205d08d7e32.htm,0,Petrol,Hatchback,"68,832",Manual,2,2nd Owner,Mahindra,Mahindra KUV 100 NXT,2017,6076,G80 K4 Plus 5Str,₹ 4.36 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2017,Third Party,Petrol,5 Seats,"68,832 Kms",WB08,Second Owner,1198 cc,Manual,2017.0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.15 kmpl,1198 CC,82bhp@5500rpm,115Nm,,5,Silver,mFALCON G80 Engine,1198,115Nm@3500-3600rpm,3.0,4.0,DOHC,MPFI,,No,No,3700mm,1735mm,1655mm,2385mm,1490mm,1490mm,945,,5 Speed,FWD,5,Power,5.05,Disc,Drum,"Tubeless,Radial",,5,,243,,14.5 seconds,160 kmph
https://www.cardekho.com/buy-used-car-details/used-Jeep-Compass-2.0-Limited-Option-4x4-cars-Kolkata_54d4b381-1c2c-49c4-804a-ebe3d0e57649.htm,0,Diesel,SUV,"70,857",Manual,2,2nd Owner,Jeep,Jeep Compass,2017,5928,2.0 Limited Option 4X4,₹ 10.32 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2017,Comprehensive,Diesel,5 Seats,"70,857 Kms",WB74,Second Owner,1956 cc,Manual,2017.0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,16.3 kmpl,1956 CC,170bhp@3750rpm,350Nm,17,5,Silver,2.0-Litre 4-Cyl Multijet II Engine,1956,350Nm@1750-2500rpm,4.0,4.0,DOHC,CRDI,,Yes,No,4395mm,1818mm,1640mm,2636mm,,,1641 kgs,,6 Speed,4X4,5,Power,,Disc,Discs,"Radial, Tubless",17,5,,408-litres,,10.03 Seconds,
https://www.cardekho.com/used-car-details/used-Honda-City-1.5-S-Mt-cars-Kolkata_fe100853-d989-41ca-bba0-135337bc6695.htm,0,Petrol,Sedan,"50,000",Manual,3,3rd Owner,Honda,Honda City,2010,1245,1.5 S MT,₹ 2.70 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2010,Third Party insurance,Petrol,5 Seats,"50,000 Kms",WB06,Third Owner,1497 cc,Manual,2010.0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,17 kmpl,1497 CC,"118PS at 6,600 rpm",146Nm at 4800 rpm,15,5,Others,In-Line Engine,1497,146Nm at 4800 rpm,4.0,4.0,SOHC,EFI (Electronic Fuel Injection),,No,No,4420 mm,1695 mm,1480 mm,2550 mm,,,1100 kg,,5 Speed,FWD,5,Power,5.3 m,Disc,Drum,"Tubeless,Radial",15,4,,506 litres,,,
https://www.cardekho.com/used-car-details/used-Maruti-Ciaz-Vdi-Plus-cars-Kolkata_f4c928b8-a8b1-46c1-8ea4-b8aa6b397790.htm,0,Diesel,Sedan,"80,000",Manual,1,1st Owner,Maruti,Maruti Ciaz,2015,4002,VDi Plus,₹ 4.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Diesel,5 Seats,"80,000 Kms",MH04,First Owner,1248 cc,Manual,2015.0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,26.21 kmpl,1248 CC,88.5bhp@4000rpm,200Nm,,5,Others,DDIS 200 Engine,1248,200Nm@1750rpm,4.0,4.0,DOHC,CRDI,69.6 X 82mm,Yes,No,4490mm,1730mm,1485mm,2650mm,1495mm,1505mm,1105kg,1585kg,5 Speed,FWD,5,Power,5.4 metres,Ventilated Discs,Drum,"Tubeless, Radial",,4,,510-litres,10.1,15 Seconds,160 kmph
https://www.cardekho.com/used-car-details/used-Maruti-Ritz-Ldi-cars-Kolkata_5949f83b-bb50-4e3b-b9a4-5d7a9d756190.htm,0,Diesel,Hatchback,"1,10,000",Manual,2,2nd Owner,Maruti,Maruti Ritz,2010,4151,LDi,₹ 1.40 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2010,Third Party insurance,Diesel,5 Seats,"1,10,000 Kms",,Second Owner,1248 cc,Manual,2010.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1 kmpl,1248 CC,73.9bhp@4000rpm,190Nm,14,5,Others,Diesel,1248,190Nm@2000rpm,4.0,4.0,DOHC ,CRDI,69.9X82,No,No,3715mm,1680mm,1620mm,2360mm,,,1100kg,1520kg,5-Speed,FWD,5,Power,4.7m,Ventilated Disk,Drum,"Tubeless,Radial",14,5,,232 litres,17.6:1,14.2,156km/hr
https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Lxi-Bs-Iv-cars-Kolkata_c2988305-8162-4d2b-b261-e27974dc14c0.htm,0,Petrol,Hatchback,"60,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2013,4309,LXI BS IV,₹ 3.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2013,Third Party insurance,Petrol,5 Seats,"60,000 Kms",,First Owner,998 cc,Manual,2013.0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.51 kmpl,998 CC,67.04bhp@6200rpm,90Nm,,5,Others,K10B Petrol Engine,998,90Nm@3500rpm,3.0,4.0,DOHC,,69 x 72 mm,No,No,3599mm,1495mm,1700mm,2400mm,1295mm,1290mm,870kg,1350kg,5 Speed,FWD,5,Power,4.6 metres,Ventilated Disc,Drum,Tubeless Tyres,,5,,180-liters,,18.6 Seconds,152 kmph
https://www.cardekho.com/used-car-details/used-Hyundai-Grand-I10-Sportz-cars-Kolkata_b82fb4eb-83a6-4a75-bc12-d1c75a26fdfb.htm,0,Petrol,Hatchback,"70,000",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2014,1549,Sportz,₹ 3.40 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Petrol,5 Seats,"70,000 Kms",,Second Owner,1197 cc,Manual,2014.0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,18.9 kmpl,1197 CC,82bhp@6000rpm,114Nm,,5,Others,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,935kg,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,Tubeless,,5,,256-liters,,12.9 Seconds,165 Kmph
https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Vxi-cars-Kolkata_30981041-5cd8-4b7a-bc95-5154d67e245d.htm,0,Petrol,Sedan,"1,00,000",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,2011,4224,VXi,₹ 2.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2011,Third Party insurance,Petrol,5 Seats,"1,00,000 Kms",,Second Owner,1298 cc,Manual,2011.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,17.5 kmpl,1298 CC,85.8bhp@6000rpm,114Nm,14,5,Others,In-Line Engine,1298,114Nm@4000rpm,4.0,4.0,SOHC,MPFI,74 x 75.5 mm,No,No,4160mm,1690mm,1530mm,2390mm,1470mm,1480mm,1025kg,,5 Speed,2 WD,5,Power,4.7m,Ventilated Disc,Drum,"Tubeless,Radial",14,4,,464 litres,9.0:1,,
https://www.cardekho.com/used-car-details/used-Hyundai-Xcent-1.2-Kappa-S-cars-Kolkata_cb954677-db5e-4df6-8a41-f7277c438157.htm,0,Petrol,Sedan,"38,000",Manual,1,1st Owner,Hyundai,Hyundai Xcent,2014,1853,1.2 Kappa S,₹ 3.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2014,Comprehensive,Petrol,5 Seats,"38,000 Kms",WB02,First Owner,1197 cc,Manual,2014.0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,19.1 kmpl,1197 CC,82bhp@6000rpm,114Nm,,5,Silver,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4.0,4.0,DOHC,Direct Injection,,No,No,3995mm,1660mm,1520mm,2425mm,1479mm,1493mm,1140,,5 Speed ,FWD ,5,Power,4.7 metres,Disc ,Drum,Tubeless,,4,,407-litres,,14.2 Seconds,172 Kmph
https://www.cardekho.com/used-car-details/used-Hyundai-I20-Magna-cars-Kolkata_090893f2-602f-467f-8a4e-67a52a68a8da.htm,0,Petrol,Hatchback,"60,000",Manual,5,5th Owner,Hyundai,Hyundai i20,2013,1646,Magna,₹ 2.60 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2013,Third Party insurance,Petrol,5 Seats,"60,000 Kms",,Fifth Owner,1197 cc,Manual,2013.0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,18.5 kmpl,1197 CC,82.85bhp@6000rpm,113.7Nm,14,5,Others,Kappa VTVT Petrol Engine,1197,113.7Nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,3995mm,1710mm,1505mm,2525mm,1505mm,1503mm,1060,,5 Speed,FWD,5,Power,,Disc,Drum,"Tubeless,Radial",14,5,,,,,
https://www.cardekho.com/used-car-details/used-Toyota-Innova-2.5-G-(diesel)-8-Seater-Bs-Iv-cars-Kolkata_1d6a0c3f-d88e-43f2-84e1-12138ae4046a.htm,0,Diesel,MUV,"55,000",Manual,2,2nd Owner,Toyota,Toyota Innova,2014,2271,2.5 G (Diesel) 8 Seater BS IV,₹ 7.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2014,Comprehensive,Diesel,8 Seats,"55,000 Kms",WB02,Second Owner,2494 cc,Manual,2014.0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.99 kmpl,2494 CC,100.6bhp@3600rpm,200Nm,,8,Silver,2KD-FTV Diesel Engine,2494,200Nm@1200-3600rpm,4.0,4.0,DOHC,CRDi,,Yes,No,4585mm,1760mm,1760mm,2750mm,1510mm,1510mm,1660kg,2300kg,5 Speed,RWD,8,Power,5.4 metres,Ventilated Disc,Drum,"Tubeless,Radial",,5,,300-litres,,13.3 Seconds,155 Kmph
https://www.cardekho.com/used-car-details/used-Hyundai-Xcent-1.2-Kappa-S-cars-Kolkata_8cb30e4b-6fa2-417e-8b89-49b48f75e4a6.htm,0,Petrol,Sedan,"60,000",Manual,1,1st Owner,Hyundai,Hyundai Xcent,2015,1873,1.2 Kappa S,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Petrol,5 Seats,"60,000 Kms",WB02,First Owner,1197 cc,Manual,2015.0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,19.1 kmpl,1197 CC,82bhp@6000rpm,114Nm,,5,Others,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4.0,4.0,DOHC,Direct Injection,,No,No,3995mm,1660mm,1520mm,2425mm,1479mm,1493mm,1160,,5 Speed ,FWD ,5,Power,4.7 metres,Disc ,Drum,Tubeless,,4,,407-litres,,14.2 Seconds,172 Kmph
https://www.cardekho.com/buy-used-car-details/used-Hyundai-Venue-Sx-Turbo-cars-Kolkata_50f66fdd-09d8-4da9-b53c-317e28fc51f7.htm,0,Petrol,SUV,"4,034",Manual,1,1st Owner,Hyundai,Hyundai Venue,2022,7675,SX Turbo,₹ 9.56 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2022,Comprehensive,Petrol,5 Seats,"4,034 Kms",WB06,First Owner,998 cc,Manual,2022.0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,18.27 kmpl,998 CC,118.35bhp@6000rpm,172Nm,,5,Blue,Kappa 1.0 L Turbo GDi Petrol,998,172Nm@1500-4000rpm,3.0,4.0,,GDi,,Yes,,3995 mm,1770 mm,1605 mm,2500 mm,,,1340,,6-Speed,FWD,5,Electric,,Disc,Drum,Radial,,5,190mm,350,,,
